NORAD_CAT_ID,OBJECT_NAME,TLE_LINE1,TLE_LINE2,EPOCH
44714,STARLINK-1008,1 44714C 19074B   26210.04423611  .00047022  00000+0  59264-3 0  2102,2 44714  53.1475 227.4915 0005925 359.4392 152.4327 15.58936559    14,2026-07-29 04:38:21
44718,STARLINK-1012,1 44718C 19074F   26210.07340278  .00035214  00000+0  46601-3 0  2107,2 44718  53.1508 227.5497 0006712   0.8758  21.3382 15.57642795    19,2026-07-29 04:38:21
44723,STARLINK-1017,1 44723C 19074L   26210.03729167  .00069906  00000+0  20120-2 0  2109,2 44723  53.0438 233.5054 0001353  64.2608 275.8020 15.35174392    10,2026-07-29 04:38:21
44725,STARLINK-1020,1 44725C 19074N   26210.00256944  .00124230  00000+0  13987-2 0  2101,2 44725  53.1527 249.8637 0006035 348.9233 190.6312 15.61835940    17,2026-07-29 04:38:21
44741,STARLINK-1036,1 44741C 19074AE  26210.07340278  .00067876  00000+0  36488-3 0  2104,2 44741  53.0391 211.6651 0004513  50.8528   2.2325 15.79482815    11,2026-07-29 04:38:21
44744,STARLINK-1039,1 44744C 19074AH  26210.00951389  .00069727  00000+0  22113-2 0  2107,2 44744  53.0577 280.1753 0001785 306.4632 247.3901 15.32107393    14,2026-07-29 04:38:21
44747,STARLINK-1042,1 44747C 19074AL  26210.03798611  .00003066  00000+0  42384-4 0  2108,2 44747  53.0403 133.0813 0001376  76.6476  43.4257 15.56511555    10,2026-07-29 04:38:21
44748,STARLINK-1043,1 44748C 19074AM  26210.05326389  .00057743  00000+0  49999-3 0  2109,2 44748  53.0453 225.6347 0003767  40.2792 108.1093 15.68459211    10,2026-07-29 04:38:21
44751,STARLINK-1046,1 44751C 19074AQ  26210.06715278  .00058485  00000+0  67019-3 0  2100,2 44751  53.0430 249.7790 0004437 318.5631 220.4035 15.61422565    15,2026-07-29 04:38:21
44752,STARLINK-1047,1 44752C 19074AR  26210.00881944  .00049167  00000+0  13627-2 0  2101,2 44752  53.0662 204.2459 0001403 335.7715 106.7101 15.36360984    13,2026-07-29 04:38:21
44753,STARLINK-1048,1 44753C 19074AS  26210.03312500  .00044253  00000+0  32094-3 0  2103,2 44753  53.0404 195.7452 0000883 148.8332 242.6551 15.72711184    15,2026-07-29 04:38:21
44768,STARLINK-1063,1 44768C 19074BH  26210.03590278  .00092073  00000+0  13429-2 0  2102,2 44768  53.1524 268.6125 0005372 351.3686  24.9641 15.55006298    18,2026-07-29 04:38:21
44771,STARLINK-1067,1 44771C 19074BL  26210.04354167  .00173430  00000+0  62882-3 0  2107,2 44771  53.0366 223.0244 0007665  29.7098 122.2212 15.87686545    12,2026-07-29 04:38:21
44772,STARLINK-1068,1 44772C 19074BM  26210.05534722  .00103490  00000+0  44424-3 0  2107,2 44772  53.0359 197.4945 0006221  39.9079  81.1352 15.84272888    12,2026-07-29 04:38:21
44927,STARLINK-1114,1 44927C 20001P   26210.03451389  .00037877  00000+0  24527-3 0  2103,2 44927  53.0390 357.8431 0003225 315.7773 191.7914 15.75331952    18,2026-07-29 04:38:21
44930,STARLINK-1123,1 44930C 20001S   26210.00256944  .00074771  00000+0  73581-3 0  2102,2 44930  53.1394  29.0024 0004454 123.2418  99.1162 15.65290004    13,2026-07-29 04:38:21
44941,STARLINK-1094,1 44941C 20001AD  26209.98520833  .00087601  00000+0  10088-2 0  2096,2 44941  53.1484   5.7975 0002722 165.2866  97.5352 15.61291166    19,2026-07-29 04:38:21
44949,STARLINK-1122,1 44949C 20001AM  26209.98729167  .00094856  00000+0  11147-2 0  2092,2 44949  53.1509   6.4293 0002563 145.4866  56.1140 15.60763975    16,2026-07-29 04:38:21
44961,STARLINK-1080,1 44961C 20001AZ  26209.99215278  .00036802  00000+0  26138-3 0  2094,2 44961  53.0435 318.7648 0002368 324.2196 106.1658 15.73200610    12,2026-07-29 04:38:21
44968,STARLINK-1090,1 44968C 20001BG  26210.04631944  .00044200  00000+0  60952-3 0  2106,2 44968  53.1466 355.3012 0001748 153.7856  83.6800 15.56562315    17,2026-07-29 04:38:21
45044,STARLINK-1132,1 45044C 20006A   26210.01368056  .00063123  00000+0  54930-3 0  2109,2 45044  53.1484 294.0621 0001863  59.0344 268.8630 15.68345733    10,2026-07-29 04:38:21
45047,STARLINK-1131,1 45047C 20006D   26210.01368056  .00050742  00000+0  58894-3 0  2108,2 45047  53.1527 328.3346 0002306 347.2505 282.6119 15.61108279    11,2026-07-29 04:38:21
45048,STARLINK-1134,1 45048C 20006E   26210.05951389  .00167700  00000+0  17067-2 0  2109,2 45048  53.0204 275.0865 0005304 287.9392 315.0680 15.64390614    15,2026-07-29 04:38:21
45054,STARLINK-1156,1 45054C 20006L   26210.00951389 -.00029631  00000+0 -74602-3 0  2102,2 45054  53.1568 341.0196 0000844 178.9939  46.4282 15.39359380    17,2026-07-29 04:38:21
45060,STARLINK-1166,1 45060C 20006S   26210.03381944  .00066890  00000+0  53099-3 0  2109,2 45060  53.0425 307.0018 0003299 352.3517  20.3664 15.70553611    10,2026-07-29 04:38:21
45061,STARLINK-1169,1 45061C 20006T   26209.99145833  .00000214  00000+0  47229-5 0  2094,2 45061  53.1540 338.3811 0001958 110.6293 118.7121 15.43232453    12,2026-07-29 04:38:21
45062,STARLINK-1171,1 45062C 20006U   26210.03173611  .00154990  00000+0  71269-3 0  2109,2 45062  53.0340 268.0632 0004737  17.5545 106.5664 15.82810732    15,2026-07-29 04:38:21
45064,STARLINK-1133,1 45064C 20006W   26210.02131944  .00038964  00000+0  98476-3 0  2104,2 45064  53.1557 317.7726 0000753 158.7043 275.7551 15.39207881    10,2026-07-29 04:38:21
45071,STARLINK-1167,1 45071C 20006AD  26210.04909722  .00052075  00000+0  11975-2 0  2108,2 45071  53.1549 315.7382 0002398  50.0494 292.4399 15.42050159    10,2026-07-29 04:38:21
45072,STARLINK-1168,1 45072C 20006AE  26210.03798611  .00016878  00000+0  41841-3 0  2108,2 45072  53.1567 317.7409 0000594 176.7866 178.7582 15.39807637    15,2026-07-29 04:38:21
45074,STARLINK-1172,1 45074C 20006AG  26210.03659722  .00066333  00000+0  14736-2 0  2102,2 45074  53.1534 314.7468 0001483  37.3314 300.9241 15.43072641    16,2026-07-29 04:38:21
45080,STARLINK-1153,1 45080C 20006AN  26210.05118056  .00047489  00000+0  10903-2 0  2104,2 45080  53.1568 315.6307 0002896  66.3292  30.4447 15.42098814    10,2026-07-29 04:38:21
45081,STARLINK-1151,1 45081C 20006AP  26210.01229167  .02235200  00000+0  10895-2 0  2109,2 45081  53.0332 249.3405 0010682   2.6568 240.7207 16.20211432    12,2026-07-29 04:38:21
45087,STARLINK-1185,1 45087C 20006AV  26210.04006944  .00096206  00000+0  15783-2 0  2104,2 45087  53.1559 292.4804 0001345 316.4661 246.4234 15.51783109    19,2026-07-29 04:38:21
45088,STARLINK-1183,1 45088C 20006AW  26210.02062500  .00049607  00000+0  12599-2 0  2108,2 45088  53.1564 302.6282 0000856 271.4827   5.6325 15.39051961    16,2026-07-29 04:38:21
45096,STARLINK-1152,1 45096C 20006BE  26210.00465278  .00103900  00000+0  15093-2 0  2103,2 45096  53.0293 251.4367 0005374 344.6384 188.1102 15.55105967    13,2026-07-29 04:38:21
45098,STARLINK-1184,1 45098C 20006BG  26210.00534722 -.00006157  00000+0 -31167-3 0  2105,2 45098  53.0516 324.0422 0002539 201.8766 266.1957 15.16498641    16,2026-07-29 04:38:21
45100,STARLINK-1193,1 45100C 20006BJ  26210.06368056  .00100970  00000+0  70906-3 0  2100,2 45100  53.0423 256.1107 0004480  68.5095 313.9651 15.73421723    14,2026-07-29 04:38:21
45183,STARLINK-1202,1 45183C 20012F   26210.00048611  .00043047  00000+0  11031-2 0  2108,2 45183  53.1529  99.5481 0003689  72.8994 355.5573 15.38776195    15,2026-07-29 04:38:21
45185,STARLINK-1216,1 45185C 20012H   26210.00951389  .00011876  00000+0  26036-3 0  2102,2 45185  53.1547  98.9382 0001138  85.3938   4.9607 15.43493323    12,2026-07-29 04:38:21
45187,STARLINK-1225,1 45187C 20012K   26210.02756944  .00064163  00000+0  16164-2 0  2103,2 45187  53.1548  99.5875 0004907  82.5032 337.5486 15.39280295    17,2026-07-29 04:38:21
45189,STARLINK-1230,1 45189C 20012M   26209.98729167  .00039945  00000+0  10115-2 0  2093,2 45189  53.1536  99.8984 0004107  81.0633  27.9071 15.39138857    19,2026-07-29 04:38:21
45190,STARLINK-1234,1 45190C 20012N   26209.97826389  .00142560  00000+0  46743-3 0  2093,2 45190  53.0320 342.6484 0006825 322.7436 189.4967 15.89716909    13,2026-07-29 04:38:21
45197,STARLINK-1269,1 45197C 20012V   26210.03868056  .00057238  00000+0  14504-2 0  2104,2 45197  53.1543  99.4905 0003018  97.2802 328.4183 15.39114362    10,2026-07-29 04:38:21
45198,STARLINK-1154,1 45198C 20012W   26210.01645833  .00093223  00000+0  82846-3 0  2108,2 45198  53.0390  43.2322 0002855 129.7821  92.1247 15.67810989    15,2026-07-29 04:38:21
45201,STARLINK-1199,1 45201C 20012Z   26210.02479167  .00074260  00000+0  18821-2 0  2100,2 45201  53.1540  83.8312 0004793  89.0755  56.9753 15.39092973    18,2026-07-29 04:38:21
45206,STARLINK-1209,1 45206C 20012AE  26210.06368056  .00049676  00000+0  30163-3 0  2100,2 45206  53.0327   0.8147 0003508 313.7241 108.7894 15.76785763    19,2026-07-29 04:38:21
45212,STARLINK-1231,1 45212C 20012AL  26210.05673611  .00088501  00000+0  29083-2 0  2100,2 45212  53.0380  81.1041 0002542 150.4754 289.1276 15.30957200    17,2026-07-29 04:38:21
45217,STARLINK-1271,1 45217C 20012AR  26210.06645833  .00096410  00000+0  24170-2 0  2101,2 45217  53.1547  83.6878 0004872  96.5743 330.0409 15.39413521    15,2026-07-29 04:38:21
45222,STARLINK-1191,1 45222C 20012AW  26210.03659722  .00114510  00000+0  24670-2 0  2103,2 45222  53.1520  55.2542 0001609  53.8167  27.8104 15.43956355    11,2026-07-29 04:38:21
45223,STARLINK-1212,1 45223C 20012AX  26209.99909722  .00088942  00000+0  57590-3 0  2090,2 45223  53.0387  16.9324 0002729 299.5743 292.6194 15.75310015    10,2026-07-29 04:38:21
45225,STARLINK-1215,1 45225C 20012AZ  26210.01229167  .00113380  00000+0  28453-2 0  2107,2 45225  53.1542  58.1649 0003958  94.0913  57.3445 15.39377983    18,2026-07-29 04:38:21
45227,STARLINK-1221,1 45227C 20012BB  26210.00604167  .00028385  00000+0  55036-3 0  2103,2 45227  53.0640 317.4803 0002647  77.9112  11.8621 15.47070126    15,2026-07-29 04:38:21
45228,STARLINK-1222,1 45228C 20012BC  26210.01229167  .00047172  00000+0  55803-3 0  2105,2 45228  53.0509  20.5278 0000913  13.5340 216.3575 15.60615883    11,2026-07-29 04:38:21
45229,STARLINK-1226,1 45229C 20012BD  26210.03868056  .00116720  00000+0  20674-2 0  2107,2 45229  53.1525  50.6069 0003266  92.2297 354.4654 15.49612181    19,2026-07-29 04:38:21
45230,STARLINK-1227,1 45230C 20012BE  26210.00118056  .00131930  00000+0  23353-2 0  2101,2 45230  53.1507  50.8537 0002929  85.5116 112.1078 15.49623482    18,2026-07-29 04:38:21
45235,STARLINK-1246,1 45235C 20012BK  26210.04909722  .00074428  00000+0  18703-2 0  2109,2 45235  53.1541  99.0094 0004645  55.4260  61.6894 15.39353335    17,2026-07-29 04:38:21
45237,STARLINK-1270,1 45237C 20012BM  26210.03451389  .00066751  00000+0  45425-3 0  2103,2 45237  53.0378  18.8143 0002275 299.6582  81.8285 15.74179408    10,2026-07-29 04:38:21
45360,STARLINK-1279,1 45360C 20019A   26210.06715278  .00239420  00000+0  70644-3 0  2106,2 45360  53.0298 116.4378 0001950 137.1459 189.2478 15.91760898    16,2026-07-29 04:38:21
45361,STARLINK-1301,1 45361C 20019B   26210.03243056  .00238200  00000+0  63121-3 0  2101,2 45361  53.0283 118.3225 0003317 122.9758 216.1098 15.93799870    18,2026-07-29 04:38:21
45366,STARLINK-1262,1 45366C 20019G   26209.99701389  .00079636  00000+0  20777-2 0  2090,2 45366  53.1505 226.0718 0003297 354.4402 164.1035 15.38209793    12,2026-07-29 04:38:21
45367,STARLINK-1273,1 45367C 20019H   26210.00395833  .00039500  00000+0  40110-3 0  2100,2 45367  53.0381 192.0968 0003081  48.2864  65.1031 15.64524010    11,2026-07-29 04:38:21
45368,STARLINK-1276,1 45368C 20019J   26210.00326389  .00061964  00000+0  31233-2 0  2105,2 45368  53.0707 245.3747 0001395  36.6812  48.5900 15.16615458    15,2026-07-29 04:38:21
45369,STARLINK-1277,1 45369C 20019K   26210.03381944  .00040447  00000+0  29553-3 0  2103,2 45369  53.0372 182.8292 0003496  65.9434 225.4712 15.72529834    14,2026-07-29 04:38:21
45370,STARLINK-1281,1 45370C 20019L   26210.03034722  .00062147  00000+0  15779-2 0  2109,2 45370  53.1528 225.2594 0002290 355.1281  76.0732 15.39055016    13,2026-07-29 04:38:21
45374,STARLINK-1300,1 45374C 20019Q   26210.02131944  .00063649  00000+0  15739-2 0  2100,2 45374  53.1534 224.9860 0002500 358.8970  69.9841 15.39856604    19,2026-07-29 04:38:21
45375,STARLINK-1302,1 45375C 20019R   26210.06923611  .00038301  00000+0  28013-3 0  2102,2 45375  53.0411 178.4319 0000424  63.5218 251.7396 15.72517233    18,2026-07-29 04:38:21
45376,STARLINK-1304,1 45376C 20019S   26209.98104167  .00046691  00000+0  40855-3 0  2096,2 45376  53.0377 181.7541 0001652  37.6786  67.3797 15.68217191    11,2026-07-29 04:38:21
45377,STARLINK-1305,1 45377C 20019T   26210.03520833  .00069847  00000+0  38950-3 0  2100,2 45377  53.0345 156.5330 0006718  69.9514 145.6824 15.78653204    19,2026-07-29 04:38:21
45379,STARLINK-1319,1 45379C 20019V   26210.05534722  .00132210  00000+0  47436-3 0  2100,2 45379  53.0321 145.3142 0002973  98.0058 343.3043 15.87960868    14,2026-07-29 04:38:21
45383,STARLINK-1266,1 45383C 20019Z   26210.03798611  .00024448  00000+0  19324-3 0  2100,2 45383  53.0417 165.5056 0004746  62.5167  15.0606 15.70668849    14,2026-07-29 04:38:21
45384,STARLINK-1267,1 45384C 20019AA  26210.04979167  .00058508  00000+0  36906-3 0  2108,2 45384  53.0414 155.4427 0002868  90.6467 112.3872 15.75921349    18,2026-07-29 04:38:21
45386,STARLINK-1272,1 45386C 20019AC  26210.06506944  .00112440  00000+0  54405-3 0  2101,2 45386  53.0358 132.3094 0002395 122.9461 212.9267 15.81758284    17,2026-07-29 04:38:21
45387,STARLINK-1274,1 45387C 20019AD  26210.04076389  .00053470  00000+0  39024-3 0  2102,2 45387  53.0129 135.0522 0003585  24.8562  94.6379 15.72548882    14,2026-07-29 04:38:21
45388,STARLINK-1280,1 45388C 20019AE  26210.04631944  .00341630  00000+0  66321-3 0  2105,2 45388  53.0279 134.9612 0003159 126.0043  94.8081 15.99401286    12,2026-07-29 04:38:21
45389,STARLINK-1283,1 45389C 20019AF  26210.04284722  .00080934  00000+0  45240-3 0  2108,2 45389  53.0332 131.9997 0003634  64.2228 162.3862 15.78619926    19,2026-07-29 04:38:21
45390,STARLINK-1284,1 45390C 20019AG  26210.03034722  .00054694  00000+0  33653-3 0  2101,2 45390  53.0395 156.6693 0004574 111.7588 319.3587 15.76477862    15,2026-07-29 04:38:21
45395,STARLINK-1297,1 45395C 20019AM  26210.04979167  .00078664  00000+0  41380-3 0  2107,2 45395  53.0381 154.8971 0003395  89.1298 357.5355 15.79959705    11,2026-07-29 04:38:21
45397,STARLINK-1307,1 45397C 20019AP  26210.01298611  .00003390  00000+0  40845-4 0  2104,2 45397  53.0495 167.2549 0002821  45.7526  76.4674 15.60153335    19,2026-07-29 04:38:21
45399,STARLINK-1255,1 45399C 20019AR  26210.04562500  .00039549  00000+0  31306-3 0  2106,2 45399  53.0311 131.2050 0001193  37.2231  46.3580 15.70641041    15,2026-07-29 04:38:21
45404,STARLINK-1260,1 45404C 20019AW  26210.04215278  .00033515  00000+0  75787-3 0  2108,2 45404  53.1515 186.7334 0001612  13.0651 119.0576 15.42561775    10,2026-07-29 04:38:21
45405,STARLINK-1263,1 45405C 20019AX  26210.02479167  .00043465  00000+0  10903-2 0  2109,2 45405  53.1530 189.1737 0003520  12.3738 355.4749 15.39427517    19,2026-07-29 04:38:21
45406,STARLINK-1265,1 45406C 20019AY  26210.01020833  .00001806  00000+0  40204-4 0  2103,2 45406  53.1521 186.7244 0003297  47.4079  24.2483 15.43036914    12,2026-07-29 04:38:21
45408,STARLINK-1278,1 45408C 20019BA  26210.01645833  .00080611  00000+0  39921-3 0  2102,2 45408  53.0352 153.5598 0002724  99.7036 215.0127 15.81272960    16,2026-07-29 04:38:21
45412,STARLINK-1296,1 45412C 20019BE  26210.03729167  .00000567  00000+0  12614-4 0  2105,2 45412  53.1511 186.2268 0001919  29.1721   3.5911 15.43082579    13,2026-07-29 04:38:21
45414,STARLINK-1309,1 45414C 20019BG  26210.04701389  .00069289  00000+0  37852-3 0  2100,2 45414  53.0557 148.0544 0003125  97.3940 350.9500 15.79136681    14,2026-07-29 04:38:21
45415,STARLINK-1316,1 45415C 20019BH  26209.99909722  .00022646  00000+0  49635-3 0  2090,2 45415  53.1518 186.2229 0001703  24.0752  26.6880 15.43494076    19,2026-07-29 04:38:21
45417,STARLINK-1286,1 45417C 20019BK  26210.05118056  .00051195  00000+0  41224-3 0  2102,2 45417  53.0420 162.2425 0006466  69.1453 138.5879 15.70197718    17,2026-07-29 04:38:21
45419,STARLINK-1308,1 45419C 20019BM  26210.05465278  .00030140  00000+0  23741-3 0  2106,2 45419  53.0427 181.1828 0003021 160.6539 139.3073 15.70758372    13,2026-07-29 04:38:21
45531,STARLINK-1329,1 45531C 20025A   26210.02131944  .00107810  00000+0  54172-3 0  2106,2 45531  53.0379 101.7826 0002345  79.1725 236.2781 15.80946603    19,2026-07-29 04:38:21
45532,STARLINK-1338,1 45532C 20025B   26210.07409722  .00103940  00000+0  61922-3 0  2105,2 45532  53.0405 109.6043 0002076 136.0230 359.9797 15.77193106    11,2026-07-29 04:38:21
45535,STARLINK-1350,1 45535C 20025E   26210.06090278  .00046567  00000+0  11081-2 0  2100,2 45535  53.0703  87.2552 0001567 117.3258 250.9983 15.41026276    18,2026-07-29 04:38:21
45538,STARLINK-1362,1 45538C 20025H   26210.04493056  .00030103  00000+0  69872-3 0  2103,2 45538  53.1532 158.9659 0005660  38.6290 100.5521 15.41767311    15,2026-07-29 04:38:21
45540,STARLINK-1368,1 45540C 20025K   26210.02965278  .00021690  00000+0  49852-3 0  2101,2 45540  53.1532 159.3258 0004186  36.2725 343.9185 15.42073230    17,2026-07-29 04:38:21
45542,STARLINK-1371,1 45542C 20025M   26210.02756944  .00055447  00000+0  38476-3 0  2108,2 45542  53.0400 120.8484 0002228 118.0993 340.5494 15.73732781    10,2026-07-29 04:38:21
45543,STARLINK-1372,1 45543C 20025N   26210.02618056  .00033575  00000+0  76268-3 0  2109,2 45543  53.1537 158.6811 0004429  30.5418 280.7201 15.42416963    19,2026-07-29 04:38:21
45544,STARLINK-1373,1 45544C 20025P   26210.01715278  .00062104  00000+0  39579-3 0  2107,2 45544  53.0402 115.3137 0002673 127.6018 213.8422 15.75686690    18,2026-07-29 04:38:21
45555,STARLINK-1327,1 45555C 20025AA  26209.99631944  .00090204  00000+0  52002-3 0  2097,2 45555  53.0370  92.2718 0001709 170.4589 313.2543 15.77937400    19,2026-07-29 04:38:21
45564,STARLINK-1356,1 45564C 20025AK  26210.05951389  .00069652  00000+0  57570-3 0  2104,2 45564  53.0403 107.4011 0003548  98.1376 225.3764 15.69581556    10,2026-07-29 04:38:21
45565,STARLINK-1357,1 45565C 20025AL  26210.03381944  .00122720  00000+0  78318-3 0  2106,2 45565  53.0398  62.3481 0002802 287.1294 286.9289 15.75625040    14,2026-07-29 04:38:21
45567,STARLINK-1361,1 45567C 20025AN  26210.03937500  .00074556  00000+0  51346-3 0  2108,2 45567  53.0403 104.8801 0001898 134.1503 188.8908 15.73899919    13,2026-07-29 04:38:21
45570,STARLINK-1376,1 45570C 20025AR  26210.03590278  .00041392  00000+0  92118-3 0  2103,2 45570  53.1543 134.8711 0002399  60.2274 156.0029 15.43030336    15,2026-07-29 04:38:21
45572,STARLINK-1320,1 45572C 20025AT  26210.03520833  .01397200  00000+0  66255-3 0  2101,2 45572  53.0281 351.5255 0010850 308.6597 109.0455 16.20560734    11,2026-07-29 04:38:21
45573,STARLINK-1321,1 45573C 20025AU  26209.99701389  .00077070  00000+0  51967-3 0  2093,2 45573  53.0386  88.7928 0000826 178.1981 306.0040 15.74390001    18,2026-07-29 04:38:21
45578,STARLINK-1331,1 45578C 20025AZ  26210.06854167  .00104640  00000+0  71468-3 0  2105,2 45578  53.0435  95.4578 0001331 147.7881 203.7246 15.74078380    11,2026-07-29 04:38:21
45580,STARLINK-1333,1 45580C 20025BB  26209.98590278 -.00011596  00000+0 -28628-3 0  2094,2 45580  53.1538 137.7305 0003714  53.5409 139.5294 15.39939461    10,2026-07-29 04:38:21
45581,STARLINK-1335,1 45581C 20025BC  26210.00604167  .00044548  00000+0  10437-2 0  2104,2 45581  53.1520 133.7453 0003056  22.8399  60.7579 15.41492909    13,2026-07-29 04:38:21
45582,STARLINK-1337,1 45582C 20025BD  26210.06506944  .00176710  00000+0  80353-3 0  2107,2 45582  53.0403  81.6540 0001028 220.6584 287.6643 15.83055398    17,2026-07-29 04:38:21
45586,STARLINK-1347,1 45586C 20025BH  26210.03312500  .00131390  00000+0  88045-3 0  2102,2 45586  53.0351  54.9100 0000236 293.9206 234.8199 15.74506237    15,2026-07-29 04:38:21
45589,STARLINK-1364,1 45589C 20025BL  26210.00881944  .00082806  00000+0  53702-3 0  2104,2 45589  53.0377  91.4675 0003062 108.8282  19.0652 15.75275710    14,2026-07-29 04:38:21
45590,STARLINK-1365,1 45590C 20025BM  26210.07062500  .00050215  00000+0  41065-3 0  2100,2 45590  53.0425 127.5767 0002436 101.2787  18.6876 15.69852383    17,2026-07-29 04:38:21
45660,STARLINK-1443,1 45660C 20035D   26210.00048611  .00017058  00000+0  47242-3 0  2100,2 45660  53.1312 127.3817 0002288  99.6387 343.9444 15.36400006    16,2026-07-29 04:38:21
45663,STARLINK-1446,1 45663C 20035G   26210.02687500  .00080138  00000+0  13715-2 0  2107,2 45663  53.0201  44.2650 0002287  45.0613  31.3352 15.50600095    15,2026-07-29 04:38:21
45665,STARLINK-1448,1 45665C 20035J   26210.01437500  .00144620  00000+0  76183-3 0  2107,2 45665  53.0389  77.8094 0001885 211.3281 278.0773 15.79902691    15,2026-07-29 04:38:21
45668,STARLINK-1451,1 45668C 20035M   26210.02201389 -.00008942  00000+0 -45285-3 0  2102,2 45668  53.0489 144.6997 0002392  57.5717  14.8702 15.16484749    10,2026-07-29 04:38:21
45669,STARLINK-1452,1 45669C 20035N   26210.04006944  .00098577  00000+0  93719-3 0  2101,2 45669  53.0205  57.0927 0005532 119.1849 101.3660 15.66127796    13,2026-07-29 04:38:21
45670,STARLINK-1453,1 45670C 20035P   26210.04145833  .00150100  00000+0  74300-3 0  2100,2 45670  53.0346  37.6759 0003854 275.8623 317.8623 15.81242071    17,2026-07-29 04:38:21
45671,STARLINK-1454,1 45671C 20035Q   26210.01993056  .00136520  00000+0  77706-3 0  2109,2 45671  53.0413  79.6172 0001356 210.9280 347.3833 15.78198781    17,2026-07-29 04:38:21
45673,STARLINK-1456,1 45673C 20035S   26210.05256944  .00125470  00000+0  86403-3 0  2109,2 45673  53.0389  75.1464 0001327 197.7043 180.0713 15.73878159    11,2026-07-29 04:38:21
45675,STARLINK-1458,1 45675C 20035U   26210.06923611  .00103840  00000+0  84360-3 0  2101,2 45675  53.0425  92.5506 0001016 126.2225 242.7766 15.69988686    14,2026-07-29 04:38:21
45676,STARLINK-1460,1 45676C 20035V   26210.04076389  .00041376  00000+0  10290-2 0  2106,2 45676  53.1540 124.7391 0004262  79.0444 154.5136 15.39688048    15,2026-07-29 04:38:21
45677,STARLINK-1392,1 45677C 20035W   26210.04145833  .00042463  00000+0  93633-3 0  2109,2 45677  53.1505 122.0860 0004864  71.3464 344.3649 15.43293923    11,2026-07-29 04:38:21
45679,STARLINK-1394,1 45679C 20035Y   26210.05187500  .00123060  00000+0  91523-3 0  2108,2 45679  53.0375  65.8630 0000824 218.5705 282.7361 15.72081061    17,2026-07-29 04:38:21
45685,STARLINK-1402,1 45685C 20035AE  26210.04493056  .00104890  00000+0  88937-3 0  2105,2 45685  53.0383  58.6695 0000765 252.6178 291.9879 15.68955260    13,2026-07-29 04:38:21
45686,STARLINK-1404,1 45686C 20035AF  26210.03937500  .00088672  00000+0  15738-2 0  2109,2 45686  53.1538 101.5000 0003673  57.5641  78.7800 15.49568098    16,2026-07-29 04:38:21
45689,STARLINK-1413,1 45689C 20035AJ  26209.99840278  .00034812  00000+0  87819-3 0  2095,2 45689  53.1552 109.6556 0004315  69.6922  37.4642 15.39256899    18,2026-07-29 04:38:21
45693,STARLINK-1417,1 45693C 20035AN  26210.02409722  .00004341  00000+0  20366-3 0  2101,2 45693  53.0489 130.4045 0002450   3.8621  21.7677 15.19132909    17,2026-07-29 04:38:21
45695,STARLINK-1420,1 45695C 20035AQ  26210.01368056  .00133590  00000+0  80476-3 0  2103,2 45695  53.0406  47.7986 0002124 273.5122 287.9495 15.76929433    15,2026-07-29 04:38:21
45696,STARLINK-1422,1 45696C 20035AR  26210.01993056  .00047841  00000+0  11315-2 0  2106,2 45696  53.1538 109.0262 0001846 143.0724 306.5969 15.41209192    10,2026-07-29 04:38:21
45697,STARLINK-1351,1 45697C 20035AS  26210.04423611  .00099776  00000+0  75591-3 0  2106,2 45697  53.0393  49.5859 0001586 321.0824 268.0228 15.71653946    12,2026-07-29 04:38:21
45700,STARLINK-1400,1 45700C 20035AV  26210.01715278  .00139100  00000+0  84521-3 0  2100,2 45700  53.0421  51.0853 0001536 247.6334 336.2764 15.76734135    13,2026-07-29 04:38:21
45701,STARLINK-1403,1 45701C 20035AW  26209.98729167  .00040965  00000+0  10735-2 0  2090,2 45701  53.1526  97.6126 0003854  76.5570  27.3943 15.38091769    10,2026-07-29 04:38:21
45703,STARLINK-1407,1 45703C 20035AY  26209.95395833  .00098473  00000+0  43805-3 0  2090,2 45703  53.0252 335.4088 0003889 273.2783 138.0279 15.83546212    17,2026-07-29 04:38:21
45710,STARLINK-1423,1 45710C 20035BF  26210.01437500  .00127490  00000+0  83105-3 0  2106,2 45710  53.0408  47.5582 0003627 252.1095 336.0597 15.75133260    19,2026-07-29 04:38:21
45711,STARLINK-1433,1 45711C 20035BG  26210.04354167  .00143570  00000+0  69956-3 0  2102,2 45711  53.0403  44.4855 0002609 274.9359 229.1113 15.81591178    17,2026-07-29 04:38:21
45712,STARLINK-1434,1 45712C 20035BH  26210.01715278  .00080009  00000+0  20671-2 0  2101,2 45712  53.0472  79.2913 0002374 144.9211 344.5785 15.38510337    14,2026-07-29 04:38:21
45731,STARLINK-1465,1 45731C 20038B   26210.06645833  .00112700  00000+0  76261-3 0  2100,2 45731  53.0409 251.8350 0004290   7.7690 357.5071 15.74277233    11,2026-07-29 04:38:21
45735,STARLINK-1471,1 45735C 20038F   26210.02826389  .00060030  00000+0  79934-3 0  2105,2 45735  53.0415 181.0040 0002578  44.3462 119.8795 15.57486604    10,2026-07-29 04:38:21
45741,STARLINK-1480,1 45741C 20038M   26210.02826389  .00103650  00000+0  82298-3 0  2105,2 45741  53.0440 246.9816 0000610 105.7992 243.8508 15.70538688    17,2026-07-29 04:38:21
